index,D_0__Archaea;D_1__Altiarchaeota,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Hadesarchaeaeota,D_0__Archaea;D_1__Hydrothermarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Archaea;__,D_0__Bacteria;D_1__Acetothermia,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__AncK6,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Caldiserica,D_0__Bacteria;D_1__Calditrichaeota,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Desantisbacteria,D_0__Bacteria;D_1__Edwardsbacteria,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firestonebacteria,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__Fusobacteria,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__LCP-89,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Lindowbacteria,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Poribacteria,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Schekmanbacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__TA06,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,D_0__Eukaryota;D_1__Excavata,D_0__Eukaryota;D_1__Opisthokonta,D_0__Eukaryota;__,Unassigned;__,Well,Area,Date,FilterSize,DNA_concentration_ng/μl,DNA_volume_μl,R1.seq.num,R2.seq.num,Matched.seq.num,OldID_for_R
Spring20190615-MLSB520190514F10,0.0,0.0,7.0,43.0,0.0,0.0,5.0,42.0,0.0,19.0,170.0,523.0,0.0,46.0,0.0,2223.0,0.0,0.0,173.0,405.0,55.0,5.0,9.0,30.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,3.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,6.0,0.0,11.0,0.0,77.0,34.0,0.0,221.0,172.0,0.0,7004.0,0.0,0.0,29.0,0.0,0.0,24.0,0.0,6.0,0.0,0.0,41.0,128.0,0.0,0.0,0.0,0.0,MLSB5,Area2,5/14/19,F10,0.744,50.0,196257.0,140548.0,132751.0,MLSB5T190514F10
Spring20190615-MLSD520190319F01,0.0,0.0,7.0,2.0,0.0,0.0,2167.0,406.0,0.0,0.0,189.0,584.0,0.0,9.0,0.0,111.0,0.0,0.0,59.0,37.0,258.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,12536.0,16.0,0.0,8098.0,0.0,0.0,67.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,MLSD5,Area2,3/19/19,F01,0.358,50.0,35190.0,34090.0,31687.0,MLSD5T190319F01
Spring20190615-MLSD520190319F02,0.0,0.0,0.0,3.0,0.0,0.0,37.0,178.0,0.0,0.0,64.0,257.0,0.0,5.0,0.0,50.0,0.0,0.0,145.0,20.0,37.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,6.0,243.0,499.0,4.0,1027.0,176.0,0.0,2938.0,233.0,0.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,30.0,61.0,0.0,0.0,0.0,0.0,MLSD5,Area2,3/19/19,F02,3.376,50.0,334724.0,238422.0,223605.0,MLSD5T190319F02
Spring20190615-MLSD520190319F10,0.0,0.0,3.0,0.0,0.0,0.0,11.0,46.0,0.0,5.0,135.0,1006.0,0.0,27.0,0.0,1272.0,0.0,0.0,180.0,226.0,75.0,0.0,0.0,160.0,0.0,0.0,0.0,5.0,14.0,0.0,6.0,12.0,0.0,41.0,0.0,0.0,52.0,0.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,123.0,174.0,0.0,400.0,248.0,0.0,9227.0,114.0,0.0,12.0,0.0,4.0,64.0,2.0,10.0,0.0,0.0,67.0,165.0,0.0,0.0,0.0,0.0,MLSD5,Area2,3/19/19,F10,1.027,50.0,187388.0,136453.0,129464.0,MLSD5T190319F10
Spring20190615-MLSD520190402F01,0.0,0.0,23.0,8.0,0.0,0.0,5088.0,1256.0,13.0,0.0,31.0,623.0,0.0,0.0,0.0,729.0,0.0,2.0,229.0,21.0,35.0,0.0,0.0,69.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,358.0,0.0,28945.0,2.0,0.0,25044.0,0.0,0.0,47.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,3.0,218.0,0.0,18.0,0.0,4.0,MLSD5,Area2,4/2/19,F01,0.245,50.0,99773.0,94912.0,90553.0,MLSD5T190402F01
Spring20190615-MLSD520190402F02,0.0,0.0,0.0,0.0,0.0,0.0,29.0,47.0,0.0,0.0,70.0,186.0,0.0,11.0,3.0,22.0,0.0,0.0,65.0,21.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,104.0,313.0,0.0,467.0,100.0,0.0,2001.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33.0,48.0,0.0,0.0,0.0,0.0,MLSD5,Area2,4/2/19,F02,3.366,50.0,505350.0,350808.0,333840.0,MLSD5T190402F02
Spring20190615-MLSD520190402F10,0.0,0.0,28.0,25.0,0.0,0.0,243.0,332.0,0.0,16.0,1465.0,4712.0,0.0,121.0,12.0,5641.0,0.0,0.0,1096.0,1917.0,419.0,0.0,9.0,343.0,0.0,0.0,67.0,67.0,16.0,0.0,52.0,46.0,0.0,185.0,0.0,0.0,238.0,0.0,6.0,0.0,128.0,77.0,0.0,32.0,0.0,915.0,2503.0,0.0,1608.0,2024.0,4.0,48741.0,893.0,13.0,105.0,0.0,0.0,409.0,32.0,33.0,0.0,0.0,565.0,763.0,0.0,3.0,0.0,19.0,MLSD5,Area2,4/2/19,F10,2.120,50.0,132590.0,119750.0,115091.0,MLSD5T190402F10
Spring20190615-MLSD520190416F01,0.0,0.0,2.0,5.0,0.0,0.0,2786.0,192.0,7.0,9.0,324.0,5662.0,0.0,31.0,0.0,8667.0,5.0,0.0,245.0,198.0,523.0,0.0,0.0,460.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.0,0.0,0.0,170.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,66.0,74.0,0.0,14141.0,161.0,0.0,134873.0,11.0,0.0,242.0,0.0,0.0,155.0,0.0,19.0,0.0,0.0,0.0,652.0,0.0,16.0,0.0,5.0,MLSD5,Area2,4/16/19,F01,0.090,50.0,271982.0,256021.0,243448.0,MLSD5T190416F01
Spring20190615-MLSD520190416F02,0.0,0.0,0.0,8.0,0.0,0.0,169.0,339.0,0.0,0.0,202.0,495.0,0.0,35.0,0.0,1073.0,0.0,0.0,341.0,129.0,1529.0,7.0,0.0,119.0,0.0,0.0,39.0,0.0,24.0,0.0,0.0,16.0,0.0,14.0,0.0,0.0,25.0,0.0,5.0,0.0,4.0,17.0,4.0,16.0,9.0,382.0,1754.0,8.0,2404.0,277.0,0.0,10019.0,625.0,4.0,2.0,0.0,0.0,54.0,8.0,44.0,0.0,0.0,72.0,220.0,0.0,0.0,0.0,6.0,MLSD5,Area2,4/16/19,F02,2.926,50.0,333370.0,241457.0,229539.0,MLSD5T190416F02
Spring20190615-MLSD520190416F10,0.0,0.0,50.0,57.0,0.0,0.0,327.0,454.0,5.0,46.0,1667.0,8664.0,2.0,626.0,29.0,8235.0,0.0,3.0,1922.0,1825.0,8007.0,49.0,68.0,591.0,0.0,0.0,137.0,20.0,70.0,6.0,51.0,80.0,0.0,763.0,0.0,0.0,323.0,13.0,6.0,0.0,138.0,55.0,0.0,43.0,3.0,1323.0,2964.0,0.0,3311.0,2886.0,11.0,85976.0,1143.0,13.0,97.0,0.0,2.0,534.0,51.0,147.0,3.0,0.0,710.0,1150.0,0.0,0.0,4.0,8.0,MLSD5,Area2,4/16/19,F10,0.152,50.0,191813.0,186222.0,179320.0,MLSD5T190416F10
Spring20190615-MLSD520190430F01,0.0,0.0,14.0,0.0,0.0,0.0,2657.0,652.0,8.0,0.0,3.0,7112.0,0.0,0.0,0.0,38661.0,0.0,0.0,101.0,11.0,317.0,0.0,55.0,33.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,199.0,0.0,14230.0,14.0,0.0,27094.0,0.0,0.0,29.0,0.0,0.0,17.0,0.0,4.0,0.0,0.0,0.0,130.0,0.0,4.0,0.0,0.0,MLSD5,Area2,4/30/19,F01,0.219,50.0,124039.0,119643.0,115098.0,MLSD5T190430F01
Spring20190615-MLSD520190430F02,0.0,0.0,49.0,9.0,0.0,2.0,396.0,685.0,0.0,3.0,1071.0,7720.0,15.0,135.0,5.0,33922.0,0.0,0.0,1667.0,893.0,4560.0,25.0,292.0,308.0,0.0,0.0,210.0,15.0,98.0,3.0,0.0,69.0,0.0,24029.0,4.0,0.0,119.0,4.0,5.0,0.0,13.0,96.0,11.0,69.0,43.0,1506.0,6957.0,11.0,6930.0,2044.0,0.0,36556.0,1643.0,5.0,20.0,0.0,0.0,225.0,18.0,147.0,0.0,0.0,382.0,569.0,0.0,0.0,0.0,11.0,MLSD5,Area2,4/30/19,F02,1.282,50.0,191954.0,185619.0,177369.0,MLSD5T190430F02
Spring20190615-MLSD520190430F10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,168.0,0.0,11892.0,12050.0,0.0,632.0,0.0,8250.0,0.0,0.0,1117.0,4061.0,6024.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5112.0,0.0,0.0,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,123.0,1493.0,0.0,32942.0,0.0,0.0,0.0,0.0,0.0,2680.0,0.0,455.0,0.0,0.0,0.0,1123.0,0.0,0.0,0.0,0.0,MLSD5,Area2,4/30/19,F10,ND,50.0,111408.0,108088.0,103873.0,MLSD5T190430F10
Spring20190615-MLSD520190514F01,0.0,0.0,0.0,0.0,0.0,0.0,244.0,44.0,0.0,0.0,564.0,834.0,0.0,8.0,5.0,18260.0,0.0,0.0,136.0,159.0,796.0,0.0,0.0,32.0,0.0,0.0,18.0,3.0,0.0,4.0,0.0,0.0,0.0,130.0,0.0,0.0,58.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,1687.0,146.0,0.0,28547.0,0.0,0.0,41.0,0.0,0.0,124.0,0.0,773.0,0.0,0.0,0.0,722.0,0.0,0.0,0.0,0.0,MLSD5,Area2,5/14/19,F01,ND,50.0,70834.0,67914.0,65477.0,MLSD5T190514F01
Spring20190615-MLSD520190514F02,0.0,0.0,0.0,3.0,0.0,0.0,61.0,325.0,0.0,0.0,224.0,458.0,0.0,13.0,0.0,1244.0,0.0,0.0,256.0,123.0,43.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,3.0,8.0,0.0,13.0,11.0,511.0,1118.0,0.0,889.0,273.0,0.0,8355.0,363.0,0.0,4.0,0.0,0.0,33.0,0.0,369.0,0.0,0.0,77.0,83.0,0.0,0.0,0.0,0.0,MLSD5,Area2,5/14/19,F02,4.796,50.0,242551.0,172398.0,164888.0,MLSD5T190514F02
Spring20190615-MLSD520190514F10,0.0,0.0,2.0,10.0,0.0,0.0,27.0,115.0,0.0,0.0,231.0,940.0,3.0,45.0,0.0,1446.0,0.0,0.0,323.0,376.0,143.0,3.0,6.0,70.0,0.0,0.0,2.0,10.0,11.0,0.0,5.0,22.0,0.0,30.0,0.0,0.0,41.0,0.0,0.0,0.0,15.0,9.0,0.0,2.0,0.0,244.0,476.0,0.0,357.0,360.0,0.0,9673.0,143.0,0.0,17.0,0.0,0.0,26.0,2.0,100.0,0.0,0.0,56.0,419.0,0.0,0.0,0.0,0.0,MLSD5,Area2,5/14/19,F10,0.014,50.0,273600.0,193568.0,185302.0,MLSD5T190514F10
Spring20190615-MLSF520190319F01,0.0,0.0,6.0,22.0,0.0,0.0,1782.0,1366.0,4.0,3.0,283.0,507.0,4.0,17.0,0.0,759.0,3.0,0.0,536.0,152.0,861.0,9.0,0.0,92.0,0.0,0.0,83.0,0.0,23.0,0.0,0.0,6.0,2.0,74.0,2.0,0.0,43.0,2.0,0.0,0.0,0.0,8.0,0.0,34.0,28.0,669.0,728.0,6.0,17221.0,303.0,0.0,29374.0,196.0,5.0,180.0,0.0,0.0,70.0,4.0,21.0,0.0,0.0,31.0,266.0,0.0,0.0,0.0,3.0,MLSF5,Area2,3/19/19,F01,0.263,50.0,78104.0,76062.0,72631.0,MLSF5T190319F01
Spring20190615-MLSF520190319F02,0.0,0.0,0.0,0.0,0.0,0.0,92.0,373.0,0.0,0.0,135.0,102.0,5.0,2.0,3.0,71.0,0.0,0.0,216.0,103.0,133.0,0.0,0.0,23.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,7.0,0.0,22.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,1857.0,840.0,0.0,1345.0,333.0,0.0,5997.0,388.0,0.0,33.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,46.0,186.0,0.0,0.0,0.0,0.0,MLSF5,Area2,3/19/19,F02,2.424,50.0,202354.0,148364.0,138011.0,MLSF5T190319F02
Spring20190615-MLSF520190319F10,0.0,0.0,3.0,9.0,0.0,0.0,19.0,32.0,0.0,10.0,420.0,899.0,0.0,55.0,4.0,782.0,0.0,3.0,264.0,816.0,667.0,22.0,0.0,41.0,0.0,0.0,9.0,25.0,0.0,0.0,6.0,16.0,0.0,296.0,0.0,0.0,101.0,0.0,0.0,0.0,37.0,6.0,0.0,0.0,0.0,198.0,101.0,0.0,183.0,655.0,0.0,8657.0,576.0,0.0,32.0,0.0,0.0,103.0,0.0,4.0,0.0,0.0,108.0,351.0,0.0,0.0,0.0,2.0,MLSF5,Area2,3/19/19,F10,0.290,50.0,198650.0,141885.0,134897.0,MLSF5T190319F10
Spring20190615-MLSF520190402F01,0.0,0.0,0.0,0.0,0.0,0.0,1908.0,506.0,0.0,0.0,32.0,462.0,0.0,6.0,0.0,1673.0,0.0,0.0,215.0,0.0,187.0,0.0,0.0,26.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,52.0,0.0,15456.0,8.0,0.0,84351.0,12.0,0.0,249.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,112.0,0.0,0.0,0.0,3.0,MLSF5,Area2,4/2/19,F01,0.932,50.0,171267.0,167175.0,160306.0,MLSF5T190402F01
Spring20190615-MLSF520190402F02,0.0,0.0,0.0,0.0,0.0,0.0,6.0,87.0,0.0,0.0,83.0,87.0,0.0,7.0,0.0,64.0,0.0,0.0,75.0,31.0,14.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,234.0,310.0,0.0,421.0,142.0,0.0,2750.0,137.0,0.0,14.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,46.0,57.0,0.0,0.0,0.0,0.0,MLSF5,Area2,4/2/19,F02,4.752,50.0,477800.0,334694.0,319223.0,MLSF5T190402F02
Spring20190615-MLSF520190402F10,0.0,0.0,92.0,63.0,0.0,0.0,292.0,551.0,2.0,219.0,4221.0,7480.0,3.0,534.0,32.0,20257.0,0.0,7.0,3377.0,6787.0,1380.0,105.0,9.0,883.0,0.0,0.0,107.0,98.0,15.0,0.0,201.0,208.0,0.0,461.0,6.0,0.0,908.0,33.0,0.0,9.0,497.0,67.0,0.0,152.0,7.0,2179.0,2847.0,17.0,2780.0,7374.0,13.0,86697.0,2162.0,7.0,342.0,0.0,8.0,1412.0,17.0,87.0,0.0,0.0,1712.0,1916.0,2.0,0.0,0.0,65.0,MLSF5,Area2,4/2/19,F10,0.923,50.0,218160.0,211469.0,202696.0,MLSF5T190402F10
Spring20190615-MLSF520190416F01,5.0,0.0,25.0,18.0,0.0,0.0,1120.0,693.0,2.0,3.0,1106.0,2505.0,47.0,126.0,4.0,14037.0,0.0,0.0,1245.0,798.0,449.0,21.0,271.0,447.0,0.0,0.0,143.0,11.0,29.0,13.0,3.0,56.0,0.0,2002.0,11.0,0.0,297.0,26.0,13.0,15.0,58.0,57.0,0.0,120.0,107.0,1764.0,3633.0,52.0,9133.0,2093.0,0.0,71305.0,925.0,3.0,123.0,0.0,0.0,243.0,19.0,149.0,0.0,0.0,350.0,721.0,0.0,14.0,0.0,18.0,MLSF5,Area2,4/16/19,F01,0.094,50.0,168281.0,161879.0,154960.0,MLSF5T190416F01
Spring20190615-MLSF520190416F02,0.0,0.0,31.0,4.0,0.0,0.0,338.0,952.0,0.0,0.0,759.0,2112.0,34.0,39.0,4.0,681.0,0.0,0.0,828.0,291.0,209.0,17.0,12.0,143.0,0.0,0.0,131.0,14.0,25.0,6.0,0.0,64.0,0.0,116.0,0.0,0.0,111.0,26.0,0.0,0.0,15.0,25.0,0.0,110.0,86.0,1451.0,3949.0,38.0,5952.0,1617.0,0.0,17287.0,1176.0,24.0,40.0,0.0,0.0,218.0,9.0,111.0,0.0,0.0,199.0,561.0,0.0,0.0,0.0,0.0,MLSF5,Area2,4/16/19,F02,2.748,50.0,58157.0,56756.0,54302.0,MLSF5T190416F02
Spring20190615-MLSF520190416F10,0.0,0.0,26.0,9.0,0.0,0.0,335.0,358.0,0.0,99.0,3211.0,8391.0,3.0,631.0,15.0,9517.0,0.0,4.0,2387.0,3267.0,967.0,76.0,288.0,598.0,0.0,0.0,83.0,53.0,16.0,0.0,92.0,193.0,0.0,728.0,0.0,0.0,817.0,40.0,7.0,4.0,339.0,38.0,0.0,62.0,0.0,1235.0,1783.0,3.0,2430.0,4487.0,9.0,72212.0,790.0,0.0,68.0,0.0,3.0,887.0,5.0,317.0,0.0,0.0,1308.0,1151.0,0.0,0.0,0.0,9.0,MLSF5,Area2,4/16/19,F10,0.755,50.0,176910.0,171580.0,163716.0,MLSF5T190416F10
Spring20190615-MLSF520190430F01,0.0,0.0,6.0,0.0,0.0,0.0,1795.0,233.0,5.0,0.0,147.0,4287.0,0.0,41.0,0.0,18869.0,0.0,0.0,75.0,60.0,108.0,0.0,313.0,186.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4021.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,41.0,0.0,9465.0,31.0,0.0,128860.0,4.0,0.0,119.0,0.0,0.0,64.0,0.0,70.0,0.0,0.0,0.0,425.0,0.0,60.0,0.0,0.0,MLSF5,Area2,4/30/19,F01,0.192,50.0,267619.0,252489.0,243960.0,MLSF5T190430F01
Spring20190615-MLSF520190430F02,3.0,0.0,75.0,23.0,0.0,0.0,709.0,1295.0,0.0,17.0,2577.0,3924.0,129.0,174.0,18.0,8495.0,0.0,0.0,3359.0,1581.0,653.0,56.0,638.0,687.0,0.0,0.0,203.0,11.0,61.0,13.0,0.0,261.0,2.0,1856.0,0.0,0.0,569.0,39.0,20.0,21.0,123.0,74.0,21.0,282.0,270.0,4216.0,11191.0,104.0,13891.0,4811.0,0.0,79687.0,3193.0,11.0,108.0,0.0,0.0,595.0,51.0,290.0,0.0,0.0,945.0,1473.0,0.0,0.0,0.0,0.0,MLSF5,Area2,4/30/19,F02,3.492,50.0,213587.0,211736.0,199319.0,MLSF5T190430F02
Spring20190615-MLSF520190430F10,0.0,0.0,78.0,87.0,0.0,0.0,462.0,1153.0,3.0,321.0,5858.0,14050.0,5.0,1006.0,45.0,22890.0,0.0,18.0,4424.0,7522.0,1608.0,101.0,1935.0,1058.0,3.0,0.0,210.0,220.0,33.0,19.0,197.0,222.0,0.0,5594.0,0.0,0.0,1289.0,35.0,0.0,6.0,546.0,136.0,0.0,157.0,11.0,3167.0,4601.0,10.0,3821.0,8696.0,23.0,121262.0,2310.0,2.0,330.0,0.0,0.0,1590.0,26.0,420.0,6.0,0.0,1660.0,1989.0,0.0,0.0,0.0,19.0,MLSF5,Area2,4/30/19,F10,0.541,50.0,322134.0,310084.0,296971.0,MLSF5T190430F10
Spring20190615-MLSF520190514F01,0.0,0.0,0.0,0.0,0.0,0.0,133.0,55.0,0.0,0.0,32.0,173.0,0.0,28.0,0.0,8429.0,0.0,0.0,31.0,13.0,55.0,0.0,60.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1216.0,15.0,0.0,19441.0,0.0,0.0,27.0,0.0,0.0,193.0,0.0,693.0,0.0,0.0,0.0,205.0,0.0,3.0,0.0,0.0,MLSF5,Area2,5/14/19,F01,0.500,50.0,48319.0,46395.0,44676.0,MLSF5T190514F01
Spring20190615-MLSF520190514F02,0.0,0.0,0.0,3.0,0.0,0.0,115.0,597.0,0.0,0.0,537.0,951.0,35.0,15.0,0.0,1038.0,0.0,0.0,641.0,342.0,124.0,0.0,135.0,119.0,0.0,0.0,40.0,0.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0,0.0,0.0,5.0,2.0,21.0,25.0,778.0,1104.0,4.0,1803.0,856.0,0.0,14168.0,234.0,0.0,21.0,0.0,0.0,82.0,0.0,83.0,0.0,0.0,98.0,226.0,0.0,0.0,0.0,0.0,MLSF5,Area2,5/14/19,F02,1.051,50.0,38304.0,36644.0,35455.0,MLSF5T190514F02
Spring20190615-MLSF520190514F10,0.0,3.0,7.0,27.0,0.0,0.0,145.0,212.0,3.0,89.0,1065.0,1666.0,10.0,230.0,10.0,3722.0,0.0,2.0,1024.0,1456.0,263.0,0.0,106.0,223.0,0.0,0.0,38.0,46.0,0.0,0.0,33.0,26.0,0.0,51.0,0.0,0.0,203.0,3.0,0.0,0.0,64.0,4.0,0.0,28.0,0.0,357.0,620.0,0.0,798.0,1304.0,0.0,18612.0,125.0,0.0,30.0,0.0,0.0,194.0,2.0,98.0,0.0,0.0,350.0,368.0,0.0,0.0,0.0,13.0,MLSF5,Area2,5/14/19,F10,ND,50.0,48417.0,46572.0,45005.0,MLSF5T190514F10
